IndvID	Population	Probability	AFR,AJ,AMR,DOMI,EAS,EUR,SAS	EigenValues
RU2295	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0287,-0.0001,-0.0001,-0.0029,-0.0018,-0.0048,-0.0012,-0.0195,0.0025,-0.0040
RU2296	AFR	0.99175757575757584	0.99,0.0,0.0,0.01,0.0,0.0,0.0	0.0294,-0.0018,0.0015,-0.0005,-0.0047,-0.0035,-0.0178,0.0182,-0.0022,0.0046
RU2297	DOMI	0.82744542428730972	0.0,0.0,0.15,0.83,0.01,0.01,0.0	0.0006,0.0107,0.0091,-0.0034,-0.0034,0.0129,-0.0052,0.0329,-0.0068,0.0012
RU2300	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0270,-0.0012,-0.0011,-0.0038,-0.0009,-0.0057,-0.0006,-0.0115,-0.0063,-0.0009
RU2301	AMR	0.9058077554998607	0.0,0.0,0.91,0.08,0.0,0.0,0.01	-0.0019,-0.0001,0.0189,0.0336,-0.0018,0.0099,0.0336,-0.0012,-0.0123,-0.0022
RU2345	AFR	0.45158158209457966	0.45,0.01,0.06,0.36,0.0,0.13,0.0	0.0127,0.0066,0.0045,-0.0051,0.0179,-0.0078,-0.0250,0.0078,0.0078,0.0168
RU2348	AMR	0.98774432367149767	0.0,0.0,0.99,0.01,0.0,0.0,0.0	-0.0089,0.0112,0.0146,0.0100,0.0050,0.0077,0.0251,0.0130,-0.0084,-0.0194
RU2458	DOMI	0.70417775459834264	0.21,0.0,0.06,0.7,0.01,0.01,0.0	0.0151,0.0031,0.0054,0.0019,-0.0055,-0.0056,-0.0150,0.0265,0.0111,0.0116
RU2466	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0284,-0.0009,0.0001,-0.0024,0.0066,0.0011,0.0127,0.0133,-0.0082,0.0257
RU2467	AFR	0.92042253430175391	0.92,0.0,0.0,0.07,0.0,0.0,0.0	0.0234,0.0023,0.0025,0.0000,0.0074,0.0044,-0.0158,0.0028,0.0025,0.0257
RU2470	DOMI	0.82794804787550769	0.01,0.0,0.16,0.83,0.0,0.0,0.0	0.0083,0.0051,0.0086,-0.0005,-0.0035,0.0093,-0.0068,0.0017,-0.0116,0.0190
RU2475	DOMI	0.95980228601807549	0.02,0.0,0.02,0.96,0.0,0.0,0.0	0.0049,0.0091,0.0059,-0.0008,0.0060,0.0099,0.0162,0.0023,0.0002,0.0008
RU2476	AFR	0.79588568879432042	0.8,0.0,0.02,0.18,0.01,0.0,0.0	0.0180,0.0026,0.0024,0.0025,-0.0042,-0.0036,-0.0033,-0.0057,-0.0012,-0.0143
RU2477	DOMI	0.51788948263638668	0.41,0.0,0.05,0.52,0.01,0.01,0.0	0.0151,0.0023,0.0040,0.0020,-0.0031,0.0025,0.0062,0.0116,-0.0294,0.0155
RU2479	AFR	0.96442063492063479	0.96,0.0,0.0,0.04,0.0,0.0,0.0	0.0276,0.0004,0.0030,-0.0014,0.0008,0.0026,0.0009,-0.0174,0.0030,-0.0281
RU2482	AJ	1.0	0.0,1.0,0.0,0.0,0.0,0.0,0.0	-0.0086,0.0157,0.0006,-0.0145,-0.0446,-0.0072,-0.0000,-0.0361,-0.0067,0.0098
RU2483	AJ	0.94982026143790843	0.0,0.95,0.0,0.0,0.0,0.05,0.0	-0.0092,0.0155,0.0009,-0.0096,-0.0431,-0.0137,-0.0312,0.0109,-0.0092,0.0211
RU2484	EUR	0.83203174603174601	0.0,0.01,0.04,0.02,0.07,0.83,0.02	-0.0103,0.0179,0.0089,-0.0103,0.0207,0.0242,0.0274,0.0031,-0.0049,0.0255
RU2486	DOMI	0.64868160437803923	0.09,0.0,0.25,0.65,0.0,0.0,0.01	0.0085,0.0049,0.0080,0.0061,-0.0020,-0.0137,-0.0194,0.0047,-0.0042,0.0285
RU2488	EUR	0.96697616757888394	0.0,0.02,0.0,0.01,0.0,0.97,0.0	-0.0109,0.0174,0.0040,-0.0132,0.0154,-0.0083,0.0052,0.0014,0.0115,0.0032
RU2489	DOMI	0.94314109255038048	0.02,0.0,0.03,0.94,0.0,0.01,0.0	0.0068,0.0087,0.0039,-0.0013,0.0022,0.0147,0.0138,0.0021,-0.0200,-0.0036
RU2494	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0290,-0.0006,-0.0008,0.0009,0.0049,-0.0003,-0.0053,-0.0219,0.0122,-0.0104
RU2495	AMR	0.90537226948678584	0.02,0.0,0.91,0.08,0.0,0.0,0.0	-0.0020,0.0006,0.0131,0.0228,0.0018,-0.0033,0.0118,-0.0218,0.0091,-0.0119
RU2500	DOMI	0.88721161489582545	0.01,0.0,0.1,0.89,0.0,0.0,0.0	0.0036,0.0095,0.0070,0.0019,0.0004,-0.0105,-0.0188,0.0102,0.0006,0.0114
RU2501	EUR	0.99031746031746037	0.0,0.0,0.0,0.01,0.0,0.99,0.0	-0.0097,0.0172,0.0072,-0.0076,0.0264,-0.0014,0.0002,0.0034,0.0101,-0.0068
RU2502	DOMI	0.92046517257064919	0.04,0.0,0.04,0.92,0.0,0.01,0.0	0.0098,0.0030,0.0069,0.0023,-0.0037,-0.0068,0.0092,0.0013,0.0145,0.0044
RU2503	AFR	0.99428571428571433	0.99,0.0,0.0,0.01,0.0,0.0,0.0	0.0246,-0.0001,-0.0011,-0.0041,0.0104,-0.0004,-0.0144,-0.0078,-0.0169,-0.0035
RU2504	DOMI	0.73970781856602275	0.01,0.0,0.24,0.74,0.01,0.0,0.0	0.0044,0.0092,0.0089,0.0008,-0.0030,-0.0172,-0.0407,0.0226,-0.0016,0.0198
RU2505	AJ	0.81263157894736837	0.0,0.81,0.0,0.0,0.0,0.19,0.0	-0.0096,0.0173,0.0059,-0.0103,-0.0307,-0.0058,-0.0253,0.0023,0.0017,-0.0350
RU2506	AFR	0.84345006787928767	0.84,0.0,0.02,0.14,0.0,0.0,0.0	0.0179,0.0027,0.0008,-0.0016,0.0087,0.0038,-0.0074,-0.0102,-0.0158,0.0034
RU2507	EUR	0.97683982683982695	0.0,0.02,0.0,0.0,0.0,0.98,0.0	-0.0105,0.0162,0.0068,-0.0108,-0.0159,-0.0025,-0.0060,0.0104,-0.0069,-0.0042
RU2508	DOMI	0.96254301994301994	0.0,0.0,0.02,0.96,0.01,0.0,0.0	0.0091,0.0066,0.0050,0.0019,-0.0059,0.0006,0.0072,0.0073,0.0036,0.0161
RU2509	DOMI	0.99159216300940445	0.0,0.0,0.01,0.99,0.0,0.0,0.0	0.0021,0.0079,0.0064,0.0011,0.0014,0.0051,0.0191,0.0052,0.0007,-0.0040
RU2510	DOMI	0.95911492951492949	0.0,0.0,0.03,0.96,0.0,0.0,0.0	0.0121,0.0049,0.0070,-0.0004,-0.0078,-0.0043,-0.0045,0.0181,-0.0173,0.0082
RU2511	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0105,0.0177,0.0060,-0.0089,0.0100,0.0073,-0.0158,0.0082,0.0108,-0.0023
RU2513	EUR	0.96534102474654626	0.0,0.03,0.0,0.0,0.0,0.97,0.0	-0.0099,0.0169,0.0026,-0.0089,-0.0055,-0.0081,-0.0223,-0.0021,0.0042,-0.0334
RU2514	AFR	0.78234062604062604	0.78,0.0,0.01,0.21,0.0,0.0,0.0	0.0279,0.0005,0.0036,-0.0007,-0.0114,-0.0091,-0.0124,0.0048,-0.0055,-0.0142
RU2515	EUR	0.99585714285714289	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0097,0.0184,0.0083,-0.0080,0.0245,0.0008,0.0229,-0.0009,0.0171,-0.0301
RU2516	AFR	0.80240944867244623	0.8,0.01,0.01,0.14,0.01,0.03,0.0	0.0292,0.0004,0.0033,-0.0056,0.0037,-0.0036,0.0100,0.0222,0.0109,0.0010
RU2517	AMR	0.79594664341879973	0.0,0.0,0.8,0.14,0.0,0.0,0.06	-0.0083,0.0001,0.0224,0.0276,-0.0080,-0.0128,-0.0323,0.0162,-0.0049,-0.0066
RU2518	EUR	0.93699443519443515	0.0,0.02,0.01,0.03,0.0,0.94,0.0	-0.0094,0.0160,0.0075,-0.0069,0.0097,0.0064,0.0079,0.0302,0.0040,0.0087
RU2519	DOMI	0.9052830573002989	0.05,0.0,0.04,0.91,0.0,0.0,0.0	0.0143,0.0032,0.0060,0.0003,0.0071,0.0001,-0.0094,-0.0114,-0.0034,0.0150
RU2521	AFR	0.70470508431108403	0.7,0.0,0.02,0.25,0.0,0.03,0.0	0.0186,0.0045,0.0042,-0.0033,-0.0001,0.0000,-0.0006,-0.0133,-0.0077,0.0079
RU2523	EUR	0.99360000000000004	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0098,0.0170,0.0065,-0.0097,0.0036,0.0001,0.0206,0.0156,-0.0119,-0.0204
RU2525	AFR	0.98902597402597403	0.99,0.0,0.0,0.01,0.0,0.0,0.0	0.0245,0.0006,0.0011,-0.0017,0.0091,0.0138,0.0184,0.0078,-0.0168,0.0182
RU2526	EUR	0.93155384375972605	0.0,0.02,0.01,0.03,0.0,0.93,0.0	-0.0092,0.0168,0.0067,-0.0090,0.0056,0.0028,0.0030,-0.0101,0.0185,-0.0054
RU2527	AJ	0.99684210526315775	0.0,1.0,0.0,0.0,0.0,0.0,0.0	-0.0095,0.0141,0.0002,-0.0129,-0.0308,0.0128,0.0294,-0.0060,-0.0091,-0.0331
RU2528	AFR	0.38107364558664308	0.38,0.02,0.02,0.37,0.0,0.2,0.0	0.0049,0.0089,0.0056,-0.0048,0.0194,0.0012,-0.0082,-0.0273,0.0012,-0.0053
RU2529	AFR	0.951068511527143	0.95,0.0,0.0,0.05,0.0,0.0,0.0	0.0235,-0.0007,0.0022,-0.0012,-0.0001,0.0019,0.0134,-0.0030,-0.0046,0.0040
RU2530	DOMI	0.89260124798948326	0.01,0.0,0.08,0.89,0.01,0.01,0.0	0.0084,0.0066,0.0054,-0.0028,-0.0125,-0.0078,-0.0177,0.0003,0.0001,0.0178
RU2531	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0110,0.0194,0.0074,-0.0092,0.0230,-0.0031,-0.0065,-0.0019,-0.0018,0.0008
RU2532	EUR	0.99014705882352938	0.0,0.0,0.01,0.0,0.0,0.99,0.0	-0.0101,0.0164,0.0092,-0.0049,0.0195,0.0019,-0.0074,-0.0008,0.0120,-0.0307
RU2533	AJ	0.92127835718328077	0.0,0.92,0.01,0.01,0.01,0.05,0.0	-0.0083,0.0132,-0.0080,-0.0074,-0.0261,-0.0064,0.0026,-0.0020,-0.0034,-0.0204
RU2535	DOMI	0.87438151579541734	0.02,0.0,0.1,0.87,0.0,0.01,0.0	0.0072,0.0073,0.0081,0.0028,0.0014,-0.0102,0.0142,-0.0096,0.0076,-0.0181
RU2536	AJ	0.94308262429005452	0.0,0.94,0.0,0.0,0.0,0.06,0.0	-0.0084,0.0176,0.0028,-0.0159,-0.0365,0.0054,0.0200,-0.0162,0.0006,-0.0104
RU2537	AJ	0.99666666666666659	0.0,1.0,0.0,0.0,0.0,0.0,0.0	-0.0075,0.0172,0.0027,-0.0138,-0.0427,0.0062,0.0084,-0.0060,0.0137,0.0017
RU2539	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0106,0.0170,0.0056,-0.0059,0.0119,0.0006,-0.0071,0.0075,-0.0059,0.0307
RU2540	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0102,0.0170,0.0059,-0.0105,-0.0110,0.0010,-0.0022,0.0173,-0.0007,0.0033
RU2541	AMR	0.71122625886699142	0.01,0.0,0.71,0.28,0.0,0.0,0.0	-0.0041,0.0085,0.0129,0.0048,-0.0157,-0.0189,-0.0323,0.0436,0.0053,-0.0095
RU2542	AJ	0.99375000000000002	0.0,0.99,0.0,0.0,0.0,0.01,0.0	-0.0081,0.0148,0.0002,-0.0136,-0.0442,-0.0051,-0.0005,-0.0191,0.0066,-0.0051
RU2543	EUR	0.93092233701696625	0.01,0.06,0.0,0.0,0.0,0.93,0.0	-0.0107,0.0185,0.0024,-0.0090,-0.0161,-0.0084,-0.0046,-0.0327,-0.0100,-0.0100
RU2544	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0113,0.0171,0.0052,-0.0080,0.0253,0.0085,0.0094,0.0006,-0.0093,-0.0119
RU2545	EUR	0.98360191387559792	0.0,0.01,0.01,0.0,0.0,0.98,0.0	-0.0099,0.0176,0.0046,-0.0070,0.0003,-0.0065,-0.0274,0.0349,0.0031,-0.0059
RU2546	AJ	0.94929339477726571	0.0,0.95,0.01,0.02,0.0,0.02,0.0	-0.0065,0.0140,-0.0020,-0.0054,-0.0294,-0.0037,-0.0001,-0.0270,0.0010,-0.0075
RU2548	EUR	0.79909748878206088	0.02,0.07,0.06,0.05,0.0,0.8,0.0	-0.0083,0.0160,0.0010,-0.0101,-0.0084,0.0006,0.0120,-0.0079,-0.0102,0.0028
RU2549	DOMI	0.84830267288167438	0.03,0.0,0.12,0.85,0.0,0.0,0.0	0.0066,0.0084,0.0052,0.0042,0.0045,-0.0058,0.0110,-0.0060,-0.0153,-0.0089
RU2551	DOMI	0.8300465253484367	0.03,0.0,0.14,0.83,0.0,0.01,0.0	0.0051,0.0072,0.0077,0.0044,0.0007,-0.0028,0.0020,-0.0016,0.0084,-0.0021
RU2552	AMR	0.94079980707698085	0.0,0.0,0.94,0.05,0.0,0.0,0.01	-0.0092,0.0106,0.0140,0.0142,0.0053,0.0024,0.0232,0.0150,-0.0040,0.0005
RU2554	AJ	0.40521428571428575	0.02,0.41,0.14,0.24,0.0,0.2,0.0	-0.0093,0.0155,0.0029,-0.0036,-0.0207,0.0016,0.0166,0.0211,-0.0192,0.0016
RU2555	EUR	0.93771007939428996	0.0,0.06,0.0,0.0,0.0,0.94,0.0	-0.0093,0.0180,0.0032,-0.0107,-0.0160,0.0066,-0.0036,0.0202,0.0111,-0.0024
RU2563	EUR	0.6635518871809194	0.0,0.33,0.0,0.0,0.0,0.66,0.0	-0.0099,0.0179,0.0036,-0.0127,-0.0195,0.0006,-0.0105,-0.0045,0.0091,-0.0117
RU2567	AJ	0.93807539682539687	0.0,0.94,0.0,0.0,0.0,0.06,0.0	-0.0087,0.0170,0.0037,-0.0109,-0.0387,-0.0141,-0.0186,0.0147,0.0042,-0.0118
RU2571	DOMI	0.8555476977467823	0.03,0.0,0.1,0.86,0.0,0.02,0.0	0.0060,0.0061,0.0075,0.0010,0.0045,-0.0113,0.0008,-0.0306,-0.0145,-0.0208
RU2572	DOMI	0.95351928202565406	0.0,0.0,0.03,0.95,0.0,0.01,0.0	0.0102,0.0058,0.0060,0.0008,-0.0013,-0.0032,0.0064,-0.0157,-0.0001,-0.0003
RU2573	EUR	0.99691666666666667	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0102,0.0168,0.0040,-0.0094,0.0050,0.0028,-0.0077,-0.0136,-0.0086,0.0357
RU2593	AMR	0.74884842047195666	0.06,0.0,0.75,0.19,0.0,0.0,0.0	0.0013,0.0028,0.0152,0.0165,-0.0001,-0.0024,-0.0167,0.0252,-0.0013,-0.0126
RU2598	EUR	0.94148680241327298	0.01,0.02,0.01,0.02,0.0,0.94,0.0	-0.0093,0.0185,0.0049,-0.0075,0.0135,0.0031,-0.0119,-0.0084,-0.0019,0.0075
RU2604	DOMI	0.87072524827540332	0.07,0.0,0.05,0.87,0.0,0.01,0.0	0.0116,0.0048,0.0040,-0.0025,0.0007,0.0086,0.0093,-0.0046,0.0129,0.0265
